"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"loss",61,0.7141425,3.51296,"group",2.7988175,3.91913028562227
"update",61,0.09966375,0.0678711,"group",-0.03179265,-0.318999134590059
"con",62,-0.435982,-0.285826,"group",0.150156,0.344408714121225
"gain",62,0.3029115,0.1734865,"group",-0.129425,-0.427270011207894
"loss",62,0.8452395,1.819515,"group",0.9742755,1.15266205613912
"update",62,0.2641115,0.284571,"group",0.0204595,0.0774653886710727
"con",63,-0.1269915,-0.191128,"group",-0.0641365,-0.505045613289078
"gain",63,0.218514,0.2288515,"group",0.0103375,0.0473081816268065
"loss",63,1.003015,1.638465,"group",0.63545,0.633539877270031
"update",63,0.135544,0.08024815,"group",-0.05529585,-0.407954981408251
"con",64,-1.98256,-1.582085,"group",0.400475,0.20199893067549
"gain",64,0.228398,0.176422,"group",-0.051976,-0.227567666967311
"loss",64,3.893905,3.49091,"group",-0.402995,-0.103493793505491
"update",64,0.23248,0.1632965,"group",-0.0691835,-0.297589039917412
"con",65,-1.688455,-1.771915,"group",-0.0834599999999999,-0.0494298041700844
"gain",65,0.1880285,0.1830945,"group",-0.00493399999999999,-0.0262407028721709
"loss",65,3.34335,4.42067,"group",1.07732,0.322227705744238
"update",65,0.107715,0.117972,"group",0.010257,0.0952235064754211
"con",66,-2.538375,-1.1456,"group",1.392775,0.548687644654553
"gain",66,0.2783485,0.1706115,"group",-0.107737,-0.387057950734421
"loss",66,4.34867,2.74114,"group",-1.60753,-0.369660148965086
"update",66,0.317304,0.18697,"group",-0.130334,-0.410754355444621
"con",67,-0.6664385,-0.212356,"group",0.4540825,0.681356944414226
"gain",67,0.4007585,0.2010765,"group",-0.199682,-0.498260174144778
"loss",67,0.4940915,1.314075,"group",0.8199835,1.65957823601499
"update",67,0.213695,0.2775845,"group",0.0638895,0.298975174898804
"con",68,-1.107895,0.1403595,"group",1.2482545,1.12669025494293
"gain",68,0.595256,0.2187445,"group",-0.3765115,-0.632520293789563
"loss",68,0.527177,0.942717,"group",0.41554,0.788236209091064
"update",68,0.12388,0.138171,"group",0.014291,0.115361640297062
"con",69,-0.514824,-0.724317,"group",-0.209493,-0.406921588737122
"gain",69,0.2875475,0.2082295,"group",-0.0793179999999999,-0.275843121571219
"loss",69,0.684237,1.33614,"group",0.651903,0.952744443811136
"update",69,0.2869515,0.21442,"group",-0.0725315,-0.252765711278735
"con",70,-2.03942,-1.551375,"group",0.488045,0.23930578301674
"gain",70,0.2758125,0.1720045,"group",-0.103808,-0.376371629277136
