"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","update","epP","epN","K","w","decay"
"1",100,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"10",1,1,NA,FALSE,97,1,0.25,0.582708446017932,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",2,1,NA,FALSE,97,4,0.112824597908184,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",3,1,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",4,1,NA,FALSE,97,4,0.136368904728442,0.626106758392416,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",5,1,NA,FALSE,97,1,0.25,0.510113948758226,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",6,1,NA,FALSE,97,2,0.25,3.17756669415394,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",7,1,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",8,1,NA,FALSE,97,4,0.143514273222536,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",9,1,NA,FALSE,97,1,0.25,0.467119896004442,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",10,1,NA,FALSE,97,3,0.116954471671488,0.162878161435947,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",11,1,NA,FALSE,97,1,0.25,0.545270023599733,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",12,1,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",13,1,NA,FALSE,97,1,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",14,1,NA,FALSE,97,3,0.100401353300549,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",15,1,NA,FALSE,97,3,0.132504851091653,0.110206067713443,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",16,1,NA,FALSE,97,1,0.25,0.519666136312299,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",17,1,NA,FALSE,97,1,0.25,0.696459252631757,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",18,1,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",19,1,NA,FALSE,97,3,0.144226787646767,0.109922672773246,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",20,1,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",21,2,NA,FALSE,97,4,0.114551507227588,0.621052302373573,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",22,2,NA,FALSE,97,3,0.117206856352277,0.0794773471192457,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",23,2,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",24,2,NA,FALSE,97,4,0.131417861510999,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",25,2,NA,FALSE,97,3,0.105242617626209,0.15510089606978,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
