"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","update","decay"
"200004",87,4,3,NA,FALSE,109,1,0,0.64107702310875,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",88,4,4,NA,FALSE,109,1,50,0.333995855714226,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",89,4,4,NA,FALSE,109,1,-200,1.3,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",90,4,1,NA,FALSE,109,0,0,0.756011915360966,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",91,4,2,NA,FALSE,109,1,100,0.593273469471499,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",92,4,1,NA,FALSE,109,1,100,0.366132011667257,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",93,4,4,NA,FALSE,109,1,50,0.21876115010164,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",94,4,2,NA,FALSE,109,1,100,0.594278942102089,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",95,4,2,NA,FALSE,109,1,100,0.179394690707782,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",96,4,4,NA,FALSE,109,1,50,0.144429999614747,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",97,4,4,NA,FALSE,109,1,50,0.273496438156045,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",98,4,4,NA,FALSE,109,1,-200,0.229107724128129,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",99,4,3,NA,FALSE,109,0,0,0.57551441480699,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
"200004",100,4,4,NA,FALSE,109,1,50,0.341908195785636,1.58553,0.115128,0.7138625,0.1836065,1.150645,1.082635,0.5763185,0.1421665
