"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay"
"0002",58,3,NA,FALSE,20,4,0.137618718249723,0,0.182536476601799,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",59,3,NA,FALSE,20,1,0.25,0.445611187384929,0.765584163081865,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",60,3,NA,FALSE,20,4,0.114911315054633,0,0.656334064511628,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",61,4,NA,FALSE,20,1,0.25,0.398286719108,0.556027226083465,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",62,4,NA,FALSE,20,3,0.114711466641165,0.127192035701592,0.649528421452906,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",63,4,NA,FALSE,20,1,0.25,0,0.579019610001136,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",64,4,NA,FALSE,20,1,0.25,0.760771964315791,0.431035044372371,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",65,4,NA,FALSE,20,2,0.25,0,0.66688759730287,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",66,4,NA,FALSE,20,1,0.25,0.598570604959968,0.576938455446869,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",67,4,NA,FALSE,20,4,0.135767225525342,0,0.332011531687688,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",68,4,NA,FALSE,20,1,0.25,0,0.355917193411211,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",69,4,NA,FALSE,20,1,0.25,0,0.745785365218781,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
"0002",70,4,NA,FALSE,20,1,0.25,0.359080786455888,0.255259660875979,1.930115,1.218405,0.05927485,0.053536,0.09591455,1.07955,0.2939645,0.9546375,0.491264
