"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error","model"
"wgt_rew",83,0.4419915,0.446136,"group",0.0041445,0.00937687715713989,"ev"
"update",83,0.4437815,0.3835235,"group",-0.060258,-0.135783037373122,"ev"
"con",84,0.531226,0.5001635,"group",-0.0310625,-0.0584732298494426,"ev"
"wgt_pun",84,0.2972435,0.287231,"group",-0.0100125,-0.0336845044551016,"ev"
"wgt_rew",84,0.4420635,0.4515975,"group",0.00953399999999999,0.0215670373147749,"ev"
"update",84,0.20941,0.417508,"group",0.208098,0.993734778663865,"ev"
"con",85,0.904522,0.7707895,"group",-0.1337325,-0.14784880854197,"ev"
"wgt_pun",85,0.3288225,0.355892,"group",0.0270695,0.0823225296322483,"ev"
"wgt_rew",85,0.5037085,0.4669195,"group",-0.036789,-0.0730362898382695,"ev"
"update",85,0.2797845,0.4300225,"group",0.150238,0.536977566662914,"ev"
"con",86,0.8854665,0.3767765,"group",-0.50869,-0.574488137044146,"ev"
"wgt_pun",86,0.4783515,0.2228375,"group",-0.255514,-0.534155323020833,"ev"
"wgt_rew",86,0.381018,0.44033,"group",0.059312,0.155667186327155,"ev"
"update",86,0.5239335,0.318752,"group",-0.2051815,-0.391617447634099,"ev"
"con",87,2.5653,1.787115,"group",-0.778185,-0.303350485323354,"ev"
"wgt_pun",87,0.1022395,0.1739115,"group",0.071672,0.701020642706586,"ev"
"wgt_rew",87,0.696513,0.640419,"group",-0.0560939999999999,-0.0805354673925682,"ev"
"update",87,0.5394845,0.07524245,"group",-0.46424205,-0.860528986467637,"ev"
"con",88,0.394163,0.6341855,"group",0.2400225,0.608942239631827,"ev"
"wgt_pun",88,0.2173895,0.2553305,"group",0.037941,0.174530048599403,"ev"
"wgt_rew",88,0.4533315,0.506412,"group",0.0530805,0.117089811760268,"ev"
"update",88,0.220255,0.359442,"group",0.139187,0.63193571088057,"ev"
"con",89,2.036645,0.538626,"group",-1.498019,-0.735532702066389,"ev"
"wgt_pun",89,0.373983,0.3286305,"group",-0.0453525,-0.12126888120583,"ev"
"wgt_rew",89,0.569046,0.443948,"group",-0.125098,-0.219838115020578,"ev"
"update",89,0.03887215,0.518653,"group",0.47978085,12.3425344366082,"ev"
"con",90,0.472329,0.533435,"group",0.061106,0.129371687954794,"ev"
"wgt_pun",90,0.256543,0.2906655,"group",0.0341225000000001,0.133008891296976,"ev"
"wgt_rew",90,0.461882,0.450061,"group",-0.011821,-0.0255931168566864,"ev"
"update",90,0.3249945,0.332642,"group",0.00764750000000003,0.0235311674505262,"ev"
"con",91,0.5073115,0.656753,"group",0.1494415,0.294575423580975,"ev"
"wgt_pun",91,0.3197875,0.2675585,"group",-0.052229,-0.163324082398468,"ev"
"wgt_rew",91,0.4262545,0.4960565,"group",0.069802,0.163756628962275,"ev"
"update",91,0.410864,0.430115,"group",0.019251,0.0468549203629425,"ev"
"con",92,1.385135,0.636507,"group",-0.748628,-0.540472950290044,"ev"
"wgt_pun",92,0.242643,0.3402645,"group",0.0976215,0.402325638901596,"ev"
"wgt_rew",92,0.581921,0.4411825,"group",-0.1407385,-0.241851557170131,"ev"
"update",92,0.0629715,0.428462,"group",0.3654905,5.80406215510191,"ev"
"con",93,0.454236,0.5673385,"group",0.1131025,0.248995015806761,"ev"
"wgt_pun",93,0.319462,0.2487355,"group",-0.0707265,-0.221392528688858,"ev"
"wgt_rew",93,0.4058625,0.4794665,"group",0.073604,0.181352058886938,"ev"
"update",93,0.4732175,0.249367,"group",-0.2238505,-0.473039352940244,"ev"
"con",94,0.875302,0.4996415,"group",-0.3756605,-0.429178157938631,"ev"
"wgt_pun",94,0.5024055,0.2926385,"group",-0.209767,-0.417525285849777,"ev"
"wgt_rew",94,0.344992,0.4431965,"group",0.0982045,0.284657325387255,"ev"
"update",94,0.6468875,0.2482775,"group",-0.39861,-0.616196788467856,"ev"
"con",95,0.6011155,0.6982505,"group",0.097135,0.161591241616628,"ev"
"wgt_pun",95,0.358304,0.3273215,"group",-0.0309824999999999,-0.0864698691613823,"ev"
"wgt_rew",95,0.430211,0.474349,"group",0.044138,0.102596167926901,"ev"
"update",95,0.399042,0.477029,"group",0.077987,0.195435568185805,"ev"
"con",96,1.05016,1.32004,"group",0.26988,0.256989411137351,"ev"
"wgt_pun",96,0.329297,0.3690765,"group",0.0397795,0.120801282732609,"ev"
"wgt_rew",96,0.5193285,0.5314665,"group",0.012138,0.0233724896669449,"ev"
"update",96,0.156194,0.386299,"group",0.230105,1.47319999487816,"ev"
"con",97,0.3971335,0.6676515,"group",0.270518,0.681176480956656,"ev"
"wgt_pun",97,0.225681,0.283789,"group",0.0581079999999999,0.257478476256308,"ev"
"wgt_rew",97,0.458406,0.4971295,"group",0.0387235,0.0844742433563261,"ev"
"update",97,0.289038,0.393962,"group",0.104924,0.363011091967146,"ev"
"con",98,0.676302,0.485337,"group",-0.190965,-0.282366457588474,"ev"
"wgt_pun",98,0.253536,0.2684355,"group",0.0148995,0.0587668023475957,"ev"
"wgt_rew",98,0.5084575,0.447993,"group",-0.0604645,-0.118917510313055,"ev"
"update",98,0.266687,0.433626,"group",0.166939,0.625973519519136,"ev"
"con",99,0.525451,0.646467,"group",0.121016,0.230308820422837,"ev"
"wgt_pun",99,0.3222835,0.359923,"group",0.0376395,0.116790031137182,"ev"
"wgt_rew",99,0.4301215,0.434796,"group",0.00467450000000003,0.0108678594304168,"ev"
"update",99,0.457669,0.472151,"group",0.014482,0.0316429559354031,"ev"
"con",100,0.5514615,0.6361175,"group",0.084656,0.153512076545688,"ev"
"wgt_pun",100,0.309828,0.310596,"group",0.000767999999999991,0.00247879468608386,"ev"
"wgt_rew",100,0.445309,0.4701985,"group",0.0248895,0.055892649822932,"ev"
"update",100,0.35104,0.272227,"group",-0.078813,-0.224512876025524,"ev"
"con",1,1.16532,1.158475,"group",-0.00684499999999999,-0.00587392304259773,"pvldelta"
"gain",1,0.15066,0.413281,"group",0.262621,1.74313686446303,"pvldelta"
"loss",1,0.788325,1.21928,"group",0.430955,0.546671740716075,"pvldelta"
"update",1,0.7073,0.3472275,"group",-0.3600725,-0.509080305386682,"pvldelta"
"con",2,0.507667,0.541343,"group",0.033676,0.0663348218418767,"pvldelta"
"gain",2,0.772045,0.5841055,"group",-0.1879395,-0.243430758569773,"pvldelta"
"loss",2,0.906441,2.058655,"group",1.152214,1.27114064787449,"pvldelta"
"update",2,0.427844,0.318535,"group",-0.109309,-0.25548798160077,"pvldelta"
"con",3,0.7936925,0.9667435,"group",0.173051,0.218032802376235,"pvldelta"
"gain",3,0.153258,0.2514365,"group",0.0981785,0.640609299351421,"pvldelta"
"loss",3,4.034665,3.635375,"group",-0.399290000000001,-0.098964845904183,"pvldelta"
"update",3,0.390419,0.43683,"group",0.046411,0.118874849840812,"pvldelta"
"con",4,1.37921,1.001185,"group",-0.378025,-0.274088064906722,"pvldelta"
"gain",4,0.1529495,0.171553,"group",0.0186035,0.121631649662143,"pvldelta"
"loss",4,2.6855,3.696105,"group",1.010605,0.376319121206479,"pvldelta"
"update",4,0.05850115,0.1037515,"group",0.04525035,0.77349505095199,"pvldelta"
"con",5,1.01456,0.747586,"group",-0.266974,-0.263142643116228,"pvldelta"
"gain",5,0.5419145,0.5553435,"group",0.0134289999999999,0.0247806618940809,"pvldelta"
"loss",5,3.03239,4.42723,"group",1.39484,0.459980411490606,"pvldelta"
"update",5,0.1778545,0.25746,"group",0.0796055,0.447587775400679,"pvldelta"
"con",6,1.14724,0.7782175,"group",-0.3690225,-0.321661117115861,"pvldelta"
"gain",6,0.159548,0.1998095,"group",0.0402615,0.252347255998195,"pvldelta"
"loss",6,1.465025,2.64737,"group",1.182345,0.807047661302708,"pvldelta"
"update",6,0.133443,0.186958,"group",0.053515,0.401032650644845,"pvldelta"
"con",7,0.376538,0.421825,"group",0.045287,0.120272057534698,"pvldelta"
"gain",7,0.7919785,0.7600555,"group",-0.031923,-0.0403079123991371,"pvldelta"
"loss",7,0.9693255,1.33429,"group",0.3649645,0.376513874854216,"pvldelta"
"update",7,0.2515405,0.3070095,"group",0.055469,0.220517173178872,"pvldelta"
"con",8,0.926843,0.571729,"group",-0.355114,-0.383143639213977,"pvldelta"
"gain",8,0.2477545,0.644018,"group",0.3962635,1.59941999035335,"pvldelta"
"loss",8,0.9219735,2.07953,"group",1.1575565,1.25552035931618,"pvldelta"
"update",8,0.5520695,0.774823,"group",0.2227535,0.403488147778495,"pvldelta"
"con",9,3.36923,3.12352,"group",-0.24571,-0.0729276422209229,"pvldelta"
"gain",9,1.134885,1.317775,"group",0.18289,0.161152892143257,"pvldelta"
"loss",9,0.610122,0.6576825,"group",0.0475604999999999,0.0779524422984254,"pvldelta"
"update",9,0.07616595,0.1158125,"group",0.03964655,0.520528530137154,"pvldelta"
"con",10,0.4660175,0.412373,"group",-0.0536445,-0.115112629890508,"pvldelta"
"gain",10,0.7436805,0.8721695,"group",0.128489,0.172774464302883,"pvldelta"
"loss",10,1.09835,1.6246,"group",0.52625,0.479127782582965,"pvldelta"
"update",10,0.3817585,0.453748,"group",0.0719895,0.188573404390472,"pvldelta"
"con",11,1.53783,1.545145,"group",0.00731499999999996,0.00475670262642812,"pvldelta"
"gain",11,0.582493,0.680747,"group",0.0982540000000001,0.168678421886615,"pvldelta"
"loss",11,0.359594,0.7826645,"group",0.4230705,1.17652268947758,"pvldelta"
"update",11,0.4581095,0.090407,"group",-0.3677025,-0.802651986042638,"pvldelta"
"con",12,0.397401,0.527435,"group",0.130034,0.32721105382221,"pvldelta"
"gain",12,0.6892165,0.9208465,"group",0.23163,0.336077270349738,"pvldelta"
"loss",12,1.57171,1.718255,"group",0.146545,0.0932392107958848,"pvldelta"
"update",12,0.3474205,0.398178,"group",0.0507575,0.146098172099804,"pvldelta"
"con",13,0.7339785,0.920573,"group",0.1865945,0.254223386652334,"pvldelta"
"gain",13,0.1715625,0.247937,"group",0.0763745,0.445170127504554,"pvldelta"
"loss",13,2.21958,1.85796,"group",-0.36162,-0.162922715108264,"pvldelta"
"update",13,0.267118,0.164622,"group",-0.102496,-0.383710569860511,"pvldelta"
"con",14,1.142465,0.9069435,"group",-0.2355215,-0.206152048421615,"pvldelta"
"gain",14,0.1209225,0.143752,"group",0.0228295,0.188794475800616,"pvldelta"
"loss",14,1.51698,2.657685,"group",1.140705,0.751957837281968,"pvldelta"
"update",14,0.5171665,0.492141,"group",-0.0250255,-0.0483896385400059,"pvldelta"
"con",15,0.7676635,0.8711545,"group",0.103491,0.134812974695293,"pvldelta"
"gain",15,0.529785,0.501432,"group",-0.028353,-0.053517936521419,"pvldelta"
"loss",15,4.567675,4.7357,"group",0.168025,0.036785673236384,"pvldelta"
"update",15,0.228275,0.1930825,"group",-0.0351925,-0.154167122987625,"pvldelta"
"con",16,0.4141015,0.4540435,"group",0.039942,0.096454613180585,"pvldelta"
"gain",16,0.718047,0.894404,"group",0.176357,0.245606485369342,"pvldelta"
"loss",16,2.20823,2.128145,"group",-0.0800850000000004,-0.036266602663672,"pvldelta"
"update",16,0.207207,0.196801,"group",-0.010406,-0.0502203110898763,"pvldelta"
"con",17,0.475059,0.522834,"group",0.047775,0.100566455955997,"pvldelta"
"gain",17,0.541476,0.7290375,"group",0.1875615,0.346389313653791,"pvldelta"
"loss",17,2.12127,2.81088,"group",0.68961,0.325092986748504,"pvldelta"
"update",17,0.29859,0.260046,"group",-0.038544,-0.129086707525369,"pvldelta"
"con",18,2.1164,1.087,"group",-1.0294,-0.486391986391986,"pvldelta"
"gain",18,0.673415,0.3909375,"group",-0.2824775,-0.419470163272276,"pvldelta"
"loss",18,1.012105,4.36963,"group",3.357525,3.31736825724604,"pvldelta"
"update",18,0.1505385,0.324794,"group",0.1742555,1.15754773695766,"pvldelta"
"con",19,1.622005,1.324805,"group",-0.2972,-0.183230014704024,"pvldelta"
"gain",19,0.5663705,0.3424705,"group",-0.2239,-0.395324262121703,"pvldelta"
"loss",19,0.1884815,0.314912,"group",0.1264305,0.670784665869064,"pvldelta"
"update",19,0.2425545,0.3565895,"group",0.114035,0.47014176195453,"pvldelta"
"con",20,0.364066,0.49986,"group",0.135794,0.372992808996171,"pvldelta"
"gain",20,0.5079485,0.686983,"group",0.1790345,0.352465850376564,"pvldelta"
"loss",20,2.94031,3.232955,"group",0.292645,0.0995286211317854,"pvldelta"
"update",20,0.642375,0.4445075,"group",-0.1978675,-0.308024907569566,"pvldelta"
"con",21,0.9779965,0.5796755,"group",-0.398321,-0.407282643649543,"pvldelta"
"gain",21,0.379876,0.5109865,"group",0.1311105,0.345140256294159,"pvldelta"
"loss",21,1.044035,1.594085,"group",0.55005,0.526850153491023,"pvldelta"
"update",21,0.358516,0.5762055,"group",0.2176895,0.607196052616898,"pvldelta"
"con",22,1.54473,1.17767,"group",-0.36706,-0.237620813993384,"pvldelta"
"gain",22,0.2410785,0.155295,"group",-0.0857835,-0.355832228921285,"pvldelta"
"loss",22,0.6587085,2.57572,"group",1.9170115,2.91025772401601,"pvldelta"
"update",22,0.1235605,0.1174935,"group",-0.006067,-0.0491014523249744,"pvldelta"
"con",23,0.378217,0.7535025,"group",0.3752855,0.992249158551836,"pvldelta"
"gain",23,0.784254,0.6421605,"group",-0.1420935,-0.18118300958618,"pvldelta"
"loss",23,1.23784,1.10891,"group",-0.12893,-0.104157241646739,"pvldelta"
"update",23,0.332223,0.282084,"group",-0.050139,-0.150919713565888,"pvldelta"
"con",24,1.581555,1.650705,"group",0.06915,0.0437227918093269,"pvldelta"
"gain",24,0.454738,0.634104,"group",0.179366,0.394438116014057,"pvldelta"
"loss",24,0.468553,0.2904745,"group",-0.1780785,-0.380060526770718,"pvldelta"
"update",24,0.339673,0.408489,"group",0.068816,0.202594848574953,"pvldelta"
"con",25,0.414992,0.4683145,"group",0.0533224999999999,0.128490428731156,"pvldelta"
"gain",25,0.746539,0.583978,"group",-0.162561,-0.217752856850077,"pvldelta"
"loss",25,1.197515,1.351945,"group",0.15443,0.128958718679933,"pvldelta"
"update",25,0.341223,0.3634375,"group",0.0222145,0.0651025868713421,"pvldelta"
"con",26,1.61095,1.83312,"group",0.22217,0.137912411930848,"pvldelta"
"gain",26,0.130715,0.137204,"group",0.00648899999999997,0.0496423516811381,"pvldelta"
"loss",26,1.466405,1.347625,"group",-0.11878,-0.081000814918116,"pvldelta"
"update",26,0.2869565,0.3215245,"group",0.034568,0.120464251550322,"pvldelta"
"con",27,1.254445,0.841099,"group",-0.413346,-0.329505079935748,"pvldelta"
"gain",27,0.424111,0.379501,"group",-0.04461,-0.105184727583109,"pvldelta"
"loss",27,2.70153,3.940725,"group",1.239195,0.458701180442194,"pvldelta"
"update",27,0.09345345,0.1045225,"group",0.01106905,0.118444530405245,"pvldelta"
"con",28,1.356175,0.990198,"group",-0.365977,-0.26985971574465,"pvldelta"
"gain",28,0.3992825,0.2949775,"group",-0.104305,-0.26123108325559,"pvldelta"
"loss",28,3.86092,4.5281,"group",0.66718,0.172803373289268,"pvldelta"
"update",28,0.06141255,0.09119345,"group",0.0297809,0.484931825823875,"pvldelta"
"con",29,2.424735,2.535645,"group",0.11091,0.0457410809841074,"pvldelta"
"gain",29,0.4424095,0.4802505,"group",0.037841,0.0855338775500979,"pvldelta"
"loss",29,2.472595,1.685075,"group",-0.78752,-0.318499390316651,"pvldelta"
"update",29,0.0313471,0.0515698,"group",0.0202227,0.645121877302844,"pvldelta"
"con",30,1.553125,1.019945,"group",-0.53318,-0.343294969818914,"pvldelta"
"gain",30,0.2105445,0.2666885,"group",0.056144,0.266660967158962,"pvldelta"
"loss",30,1.336035,2.90499,"group",1.568955,1.17433675015999,"pvldelta"
"update",30,0.1156935,0.181587,"group",0.0658935,0.569552308470225,"pvldelta"
"con",31,1.079085,0.7287855,"group",-0.3502995,-0.324626419605499,"pvldelta"
"gain",31,0.4244915,1.216495,"group",0.7920035,1.86576998597145,"pvldelta"
"loss",31,0.4983465,0.928694,"group",0.4303475,0.863550762371161,"pvldelta"
"update",31,0.52591,0.4583705,"group",-0.0675395,-0.12842406495408,"pvldelta"
"con",32,0.361653,0.434014,"group",0.072361,0.200084058475942,"pvldelta"
"gain",32,0.784742,0.559385,"group",-0.225357,-0.287173363984596,"pvldelta"
"loss",32,2.135995,1.52909,"group",-0.606905,-0.284132219410626,"pvldelta"
"update",32,0.522321,0.571848,"group",0.0495269999999999,0.0948210008787697,"pvldelta"
"con",33,0.6952995,0.736699,"group",0.0413995,0.0595419671666671,"pvldelta"
"gain",33,0.124863,0.215947,"group",0.091084,0.729471500764838,"pvldelta"
"loss",33,2.29323,2.410725,"group",0.117495,0.0512355934642406,"pvldelta"
"update",33,0.8105025,0.7301245,"group",-0.0803779999999998,-0.0991705762782963,"pvldelta"
"con",34,0.4024695,0.4382325,"group",0.035763,0.0888589073209275,"pvldelta"
"gain",34,0.7334735,0.7472745,"group",0.0138010000000001,0.0188159490424672,"pvldelta"
"loss",34,1.54,1.337305,"group",-0.202695,-0.13162012987013,"pvldelta"
"update",34,0.4563015,0.3953715,"group",-0.06093,-0.133530133037038,"pvldelta"
"con",35,1.074015,0.7867985,"group",-0.2872165,-0.2674231737918,"pvldelta"
"gain",35,0.2281585,0.4070425,"group",0.178884,0.784033906253767,"pvldelta"
"loss",35,1.575055,2.855505,"group",1.28045,0.812955738053592,"pvldelta"
"update",35,0.11381,0.183936,"group",0.070126,0.616167296371145,"pvldelta"
"con",36,4.70831,3.650945,"group",-1.057365,-0.224574210279272,"pvldelta"
"gain",36,1.44732,0.987516,"group",-0.459804,-0.317693391924384,"pvldelta"
"loss",36,0.737198,0.9330885,"group",0.1958905,0.265723048624657,"pvldelta"
"update",36,0.0477834,0.1152785,"group",0.0674951,1.41252192183896,"pvldelta"
"con",37,1.45661,1.053045,"group",-0.403565,-0.27705768874304,"pvldelta"
"gain",37,0.427492,0.4259645,"group",-0.00152750000000001,-0.00357316628147431,"pvldelta"
"loss",37,5.096545,5.655265,"group",0.55872,0.109627208236168,"pvldelta"
"update",37,0.10837,0.175891,"group",0.067521,0.623059887422719,"pvldelta"
"con",38,1.35441,1.6348,"group",0.28039,0.207020030862147,"pvldelta"
"gain",38,0.1480965,0.3224845,"group",0.174388,1.17752951622759,"pvldelta"
"loss",38,1.187555,1.141565,"group",-0.04599,-0.03872662739831,"pvldelta"
"update",38,0.2331845,0.189614,"group",-0.0435705,-0.186849897827686,"pvldelta"
"con",39,0.418559,0.3641515,"group",-0.0544075,-0.129987648097401,"pvldelta"
"gain",39,0.7289885,1.07141,"group",0.3424215,0.469721401640767,"pvldelta"
"loss",39,1.66127,1.588965,"group",-0.0723050000000001,-0.0435239304869167,"pvldelta"
"update",39,0.3166705,0.2988645,"group",-0.017806,-0.0562287930198739,"pvldelta"
"con",40,1.71994,1.64787,"group",-0.0720699999999996,-0.0419026245101571,"pvldelta"
"gain",40,0.347061,0.31303,"group",-0.0340309999999999,-0.0980548088088259,"pvldelta"
"loss",40,3.758965,5.33768,"group",1.578715,0.419986618656998,"pvldelta"
"update",40,0.107833,0.115935,"group",0.008102,0.0751346990253447,"pvldelta"
"con",41,0.35081,0.5612395,"group",0.2104295,0.599838944157806,"pvldelta"
"gain",41,0.7845945,0.868996,"group",0.0844014999999999,0.107573402566549,"pvldelta"
"loss",41,1.02389,1.16892,"group",0.14503,0.141646075261991,"pvldelta"
"update",41,0.2464975,0.514045,"group",0.2675475,1.08539640361464,"pvldelta"
"con",42,1.16105,0.540159,"group",-0.620891,-0.534766805908445,"pvldelta"
"gain",42,0.5377745,0.820408,"group",0.2826335,0.525561364475259,"pvldelta"
"loss",42,1.32754,2.867465,"group",1.539925,1.15998387995842,"pvldelta"
"update",42,0.236378,0.347335,"group",0.110957,0.469404936161572,"pvldelta"
"con",43,3.189695,2.43044,"group",-0.759255,-0.238033730497744,"pvldelta"
"gain",43,0.8374295,0.4946935,"group",-0.342736,-0.409271467030956,"pvldelta"
"loss",43,1.34932,1.44504,"group",0.09572,0.0709394361604364,"pvldelta"
"update",43,0.111292,0.1929365,"group",0.0816445,0.733606189124106,"pvldelta"
"con",44,0.564135,0.428373,"group",-0.135762,-0.240655162328166,"pvldelta"
"gain",44,0.7678665,1.001705,"group",0.2338385,0.304530149446551,"pvldelta"
"loss",44,1.42588,1.587225,"group",0.161345,0.11315468342357,"pvldelta"
"update",44,0.2582945,0.1510635,"group",-0.107231,-0.415150148377143,"pvldelta"
"con",45,0.4781365,0.540024,"group",0.0618875,0.129434795293813,"pvldelta"
"gain",45,0.618775,0.582946,"group",-0.035829,-0.0579031150256555,"pvldelta"
"loss",45,1.42462,1.62355,"group",0.19893,0.139637236596426,"pvldelta"
"update",45,0.4360165,0.3004165,"group",-0.1356,-0.310997404914722,"pvldelta"
"con",46,1.58926,1.70423,"group",0.11497,0.0723418446320929,"pvldelta"
"gain",46,0.1756495,0.252994,"group",0.0773445,0.440334302118708,"pvldelta"
"loss",46,0.48847,0.519514,"group",0.031044,0.0635535447417447,"pvldelta"
"update",46,0.569745,0.475081,"group",-0.094664,-0.166151523927371,"pvldelta"
"con",47,0.540734,0.576896,"group",0.0361619999999999,0.0668757651636478,"pvldelta"
"gain",47,0.598233,0.9817235,"group",0.3834905,0.641038692282104,"pvldelta"
"loss",47,3.311255,2.784325,"group",-0.52693,-0.159133017541687,"pvldelta"
"update",47,0.280456,0.259643,"group",-0.020813,-0.0742112844795619,"pvldelta"
"con",48,1.27767,0.9131345,"group",-0.3645355,-0.285312717681404,"pvldelta"
"gain",48,0.509909,0.2693955,"group",-0.2405135,-0.471679260417055,"pvldelta"
"loss",48,4.036165,3.62386,"group",-0.412305000000001,-0.1021526622425,"pvldelta"
"update",48,0.08323965,0.171114,"group",0.08787435,1.05567899432542,"pvldelta"
"con",49,2.746535,2.635455,"group",-0.111079999999999,-0.0404436863174871,"pvldelta"
"gain",49,0.493066,0.3880865,"group",-0.1049795,-0.212911658885423,"pvldelta"
"loss",49,1.67926,1.901265,"group",0.222005,0.132204066076724,"pvldelta"
"update",49,0.0861992,0.108216,"group",0.0220168,0.2554176836908,"pvldelta"
"con",50,0.518986,0.50431,"group",-0.0146759999999999,-0.0282782194510062,"pvldelta"
"gain",50,0.338824,0.6196525,"group",0.2808285,0.828832963426439,"pvldelta"
"loss",50,1.68035,3.12696,"group",1.44661,0.860898027196715,"pvldelta"
"update",50,0.4842375,0.51775,"group",0.0335124999999999,0.069206742559178,"pvldelta"
"con",51,0.4217155,0.503039,"group",0.0813235,0.192839722514349,"pvldelta"
"gain",51,0.928216,0.7911075,"group",-0.1371085,-0.147711847242452,"pvldelta"
"loss",51,1.72988,2.264295,"group",0.534415,0.308931833421971,"pvldelta"
"update",51,0.357014,0.310488,"group",-0.046526,-0.130319819390836,"pvldelta"
